V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Time,Amount,Class
-0.8137727282478777,0.5949524581768018,0.20399946111071426,0.6753186579931079,2.0208417130395606,-0.3659696437322058,0.5001736724429345,0.7795430797679663,2.315803203581627,-0.8436586927634225,142675,24.61,0
-0.16172100304124704,-1.215253464302734,-2.527929578593109,0.2717460329342649,0.20102689621612732,-0.6529933973012879,0.101467693461478,-1.115215859388617,0.18442342112453017,-0.821891869796174,32870,13.92,0
0.7715332597619193,0.4937227144602481,-0.1409618614905171,0.89741719493132,1.9520658700471099,-0.8060859240170528,-0.016866829996716345,-1.2352036558529162,0.27691589708350783,-0.02866417635496403,66009,129.59,0
-1.7349760820454327,-2.834244782633218,-1.0411871713037413,0.15219288177190468,0.16495058607731836,-0.34098995588908926,-1.6614592002832689,1.1427061072303937,1.2943874171083836,0.334813647003054,138157,27.96,0
-0.8456610327673472,-0.2677945736751827,-0.5664418879967954,0.635544571242232,0.13509141429097746,1.3540428872992891,0.5554261336510725,0.9223300850147598,-0.27109071918026306,-0.2980075276990606,21513,77.07,0
-0.1440276600546764,1.1617347900146988,1.3068512236723466,2.2427407235897676,-1.1192531307043045,3.0097701334193614,0.17804993371368696,-1.1219974322274493,-1.281983056749377,1.4544988840793185,125391,49.64,0
1.0455322747896802,-1.8863049279833795,0.6885145981148411,-1.3637638078299683,1.190178046191512,-0.252557480459196,-1.6823916332877236,1.4631160223687936,1.6484164160511827,0.36631541242409676,48107,91.38,0
-0.4886825689629625,-0.5799058273119273,-0.19820741809966577,2.8006844473432873,-1.4064802420048998,1.8698884728463603,-0.7690377035905946,1.3682739343904182,1.3943607600052987,-0.8156172289220969,112794,66.27,0
-0.3474185762807749,2.8899174499446363,3.1407203979460254,1.6284534034561688,2.550536365103003,2.5048048407745234,3.0896414511669708,2.007452446034268,5.5055311324308835,1.8006827622904962,120932,1.98,1
-1.3683342975511175,0.45225412270219334,2.82582696895091,-1.2490537522004106,0.4869304410933395,-1.4913876349798483,-0.7226684855549192,1.1600358993963054,-1.585464357237008,-0.23533731513568343,132554,99.76,0
-1.3538075195468575,2.118209812430197,-0.9006709800519722,-0.08903368912477153,0.4172544718659806,-0.5787189499089014,-1.8610409770567033,1.46544952756248,0.15436920011455715,2.2814070067272048,70145,73.57,0
0.9355471254651493,-1.3730506595686418,-0.2443333912736707,0.161133351784875,1.049823811532478,0.7204379830848138,0.38674981591470886,-0.43966342800249425,0.01614805269588526,-1.7093067251324054,116356,2.51,0
0.17726136694885572,-0.3166228050618577,-0.1742070470263107,1.0643701624194226,1.8222382267295831,0.3888461549835758,0.8314594195090657,1.928000319732121,-0.03239832563419534,1.6939647130333415,143718,52.38,0
1.7396480419310116,-1.4874711933807585,-1.6118082676014285,1.3038267738563416,1.1756003382308513,1.477514541943261,0.06458822773864592,-0.950947460073254,0.6210850400888195,0.08485133575552457,74572,33.42,0
-0.694465241925353,0.8837849612619612,0.5534679013881464,1.1665402012943862,0.9307787443246629,-0.7072556052356674,-1.9103906545761233,1.5987197226039267,-1.5351895736129901,0.4494194634168342,31023,56.92,0
0.9001845640199633,0.5012083271142144,-1.208474795904233,-1.1951571807787262,-0.22808904248720263,0.559636246304464,0.0944926997905119,0.6389384741346508,-0.892467767981082,1.929934665532375,27271,47.92,0
